time,NO2_column_number_density,tropospheric_NO2_column_number_density,stratospheric_NO2_column_number_density,NO2_slant_column_number_density
2022-04,0.9975300069437556,0.29660285024633803,0.9975300069437556,0.8366968163932751
2022-04,0.9975300069437556,0.29660285024633803,0.9975300069437556,0.9975300069437556
2022-04,0.9975300069437556,0.6233563689669234,0.8366968163932751,0.8366968163932751
2022-04,0.9975300069437556,0.6233563689669234,0.8366968163932751,0.9975300069437556
2022-04,0.9975300069437556,0.6233563689669234,0.9975300069437556,0.8366968163932751
2022-04,0.9975300069437556,0.6233563689669234,0.9975300069437556,0.9975300069437556
2022-05,0.84663601174572,0.2829007618931813,0.84663601174572,0.84663601174572
2022-06,0.856763868578493,0.38865309274446885,0.856763868578493,0.856763868578493
2022-07,0.8709841946896801,0.33605100767119667,0.8709841946896801,0.8709841946896801
2022-08,0.8707442631352709,0.5559884725391,0.8707442631352709,0.8707442631352709
2022-09,0.8459769416116552,0.28294001384484607,0.8459769416116552,0.8459769416116552
2022-10,0.7431009895118358,0.28747020104892307,0.7431009895118358,0.7431009895118358
2022-11,0.6231169631250032,0.08242951391970652,0.6231169631250032,0.6231169631250032
2022-12,0.522321535984061,0.00803449505811438,0.522321535984061,0.522321535984061
2023-01,0.5048039451868437,0.061468179177235814,0.5048039451868437,0.5048039451868437
2023-02,0.5071520682471977,0.0006712297060476805,0.5071520682471977,0.5071520682471977
2023-02,0.5071520682471977,0.0006712297060476805,0.5071520682471977,0.6467791494951498
2023-02,0.5071520682471977,0.0006712297060476805,0.6467791494951498,0.5071520682471977
2023-02,0.5071520682471977,0.0006712297060476805,0.6467791494951498,0.6467791494951498
2023-02,0.5071520682471977,0.0981247050406856,0.5071520682471977,0.5071520682471977
2023-02,0.5071520682471977,0.0981247050406856,0.5071520682471977,0.6467791494951498
2023-02,0.5071520682471977,0.0981247050406856,0.6467791494951498,0.5071520682471977
2023-02,0.5071520682471977,0.0981247050406856,0.6467791494951498,0.6467791494951498
2023-02,0.6467791494951498,0.0006712297060476805,0.5071520682471977,0.5071520682471977
2023-02,0.6467791494951498,0.0006712297060476805,0.5071520682471977,0.6467791494951498
2023-02,0.6467791494951498,0.0006712297060476805,0.6467791494951498,0.5071520682471977
2023-02,0.6467791494951498,0.0006712297060476805,0.6467791494951498,0.6467791494951498
2023-02,0.6467791494951498,0.0981247050406856,0.5071520682471977,0.5071520682471977
2023-02,0.6467791494951498,0.0981247050406856,0.5071520682471977,0.6467791494951498
2023-02,0.6467791494951498,0.0981247050406856,0.6467791494951498,0.5071520682471977
2023-02,0.6467791494951498,0.0981247050406856,0.6467791494951498,0.6467791494951498
2023-03,0.7980708640960602,0.15379982984387308,0.7980708640960602,0.7980708640960602
2023-04,0.8518760406300363,0.2940100241804821,0.8518760406300363,0.8518760406300363
2023-05,0.8691960636089058,0.4978483479220612,0.8691960636089058,0.8691960636089058
2023-06,0.8863486710029712,0.47777266049758854,0.8863486710029712,0.8863486710029712
2023-07,0.8552138973747672,0.30961359877646427,0.8552138973747672,0.8552138973747672
2023-08,0.8460410358634741,0.32907869537172185,0.8460410358634741,0.8460410358634741
2023-09,0.8635533895873532,0.6139447891434222,0.8635533895873532,0.8635533895873532
2023-10,0.6481390321727343,0.20141592682604237,0.6481390321727343,0.6481390321727343
2023-11,0.7643198426082067,0.1636998644314387,0.7643198426082067,0.7643198426082067
2023-11,0.7643198426082067,0.1636998644314387,0.7643198426082067,0.7223636166102191
2023-11,0.7643198426082067,0.1636998644314387,0.7223636166102191,0.7643198426082067
2023-11,0.7643198426082067,0.1636998644314387,0.7223636166102191,0.7223636166102191
2023-11,0.7643198426082067,0.1737407948002135,0.7643198426082067,0.7643198426082067
2023-11,0.7643198426082067,0.1737407948002135,0.7643198426082067,0.7223636166102191
2023-11,0.7643198426082067,0.1737407948002135,0.7223636166102191,0.7643198426082067
2023-11,0.7643198426082067,0.1737407948002135,0.7223636166102191,0.7223636166102191
2023-11,0.7223636166102191,0.1636998644314387,0.7643198426082067,0.7643198426082067
2023-11,0.7223636166102191,0.1636998644314387,0.7643198426082067,0.7223636166102191
2023-11,0.7223636166102191,0.1636998644314387,0.7223636166102191,0.7643198426082067
2023-11,0.7223636166102191,0.1636998644314387,0.7223636166102191,0.7223636166102191
2023-11,0.7223636166102191,0.1737407948002135,0.7643198426082067,0.7643198426082067
2023-11,0.7223636166102191,0.1737407948002135,0.7643198426082067,0.7223636166102191
2023-11,0.7223636166102191,0.1737407948002135,0.7223636166102191,0.7643198426082067
2023-11,0.7223636166102191,0.1737407948002135,0.7223636166102191,0.7223636166102191
2023-12,0.4336892553960717,0.04355799782765886,0.4336892553960717,0.4336892553960717
2024-01,0.5407453200504485,0.07765126286602331,0.5407453200504485,0.5407453200504485
2024-02,0.6187713999363773,0.11357566926287874,0.6187713999363773,0.6187713999363773
2024-03,0.8348128308846493,0.3422989131946577,0.8348128308846493,0.8348128308846493
2024-04,0.8173520292085719,0.23053076531706085,0.8173520292085719,0.8173520292085719
2024-05,0.8741765889840677,0.5927227094939591,0.8741765889840677,0.8741765889840677
2024-06,0.8630969789863395,0.3839023266381023,0.8630969789863395,0.8630969789863395
2024-07,0.852847313107912,0.31816426728445824,0.852847313107912,0.852847313107912
2024-08,0.8749303059015081,0.3800441709509296,0.8749303059015081,0.8749303059015081
2024-08,0.8749303059015081,0.3800441709509296,0.8749303059015081,0.877214562047416
2024-08,0.8749303059015081,0.3800441709509296,0.877214562047416,0.8749303059015081
2024-08,0.8749303059015081,0.3800441709509296,0.877214562047416,0.877214562047416
2024-08,0.8749303059015081,0.5528393347220844,0.8749303059015081,0.8749303059015081
2024-08,0.8749303059015081,0.5528393347220844,0.8749303059015081,0.877214562047416
2024-08,0.8749303059015081,0.5528393347220844,0.877214562047416,0.8749303059015081
2024-08,0.8749303059015081,0.5528393347220844,0.877214562047416,0.877214562047416
2024-08,0.877214562047416,0.3800441709509296,0.8749303059015081,0.8749303059015081
2024-08,0.877214562047416,0.3800441709509296,0.8749303059015081,0.877214562047416
2024-08,0.877214562047416,0.3800441709509296,0.877214562047416,0.8749303059015081
2024-08,0.877214562047416,0.3800441709509296,0.877214562047416,0.877214562047416
2024-08,0.877214562047416,0.5528393347220844,0.8749303059015081,0.8749303059015081
2024-08,0.877214562047416,0.5528393347220844,0.8749303059015081,0.877214562047416
2024-08,0.877214562047416,0.5528393347220844,0.877214562047416,0.8749303059015081
2024-08,0.877214562047416,0.5528393347220844,0.877214562047416,0.877214562047416
2024-09,0.8448270647102731,0.5580694733315881,0.8448270647102731,0.8448270647102731
2024-10,0.7733646708969178,0.3426343392712577,0.7733646708969178,0.7733646708969178
2024-11,0.6787894719439208,0.11703490614908132,0.6787894719439208,0.6787894719439208
2024-12,0.5907840370549569,0.12502282531899775,0.5907840370549569,0.5907840370549569
2025-01,0.5433463657021802,0.0827466486972762,0.5433463657021802,0.5433463657021802
2025-02,0.766468501688051,0.2096503380092515,0.766468501688051,0.766468501688051
2025-03,0.7911679975531529,0.38611589872036506,0.7911679975531529,0.7911679975531529
2025-04,0.8399730996135603,0.4302541883859022,0.8399730996135603,0.8399730996135603
2025-05,0.8677853572112402,0.26449234072231975,0.8677853572112402,0.8677853572112402
2025-05,0.8677853572112402,0.26449234072231975,0.8677853572112402,0.8685633668869459
2025-05,0.8677853572112402,0.26449234072231975,0.8685633668869459,0.8677853572112402
2025-05,0.8677853572112402,0.26449234072231975,0.8685633668869459,0.8685633668869459
2025-05,0.8677853572112402,0.22182890019414175,0.8677853572112402,0.8677853572112402
2025-05,0.8677853572112402,0.22182890019414175,0.8677853572112402,0.8685633668869459
2025-05,0.8677853572112402,0.22182890019414175,0.8685633668869459,0.8677853572112402
2025-05,0.8677853572112402,0.22182890019414175,0.8685633668869459,0.8685633668869459
2025-05,0.8685633668869459,0.26449234072231975,0.8677853572112402,0.8677853572112402
2025-05,0.8685633668869459,0.26449234072231975,0.8677853572112402,0.8685633668869459
2025-05,0.8685633668869459,0.26449234072231975,0.8685633668869459,0.8677853572112402
2025-05,0.8685633668869459,0.26449234072231975,0.8685633668869459,0.8685633668869459
2025-05,0.8685633668869459,0.22182890019414175,0.8677853572112402,0.8677853572112402
2025-05,0.8685633668869459,0.22182890019414175,0.8677853572112402,0.8685633668869459
2025-05,0.8685633668869459,0.22182890019414175,0.8685633668869459,0.8677853572112402
2025-05,0.8685633668869459,0.22182890019414175,0.8685633668869459,0.8685633668869459
2025-06,0.8713972734826401,0.28279751219423743,0.8713972734826401,0.8713972734826401
2025-07,0.8671728788479978,0.23782807178520649,0.8671728788479978,0.8671728788479978
2025-08,0.8629140994977718,0.28751630312983356,0.8629140994977718,0.8629140994977718
2025-09,0.8593317624509235,0.3638549606113974,0.8593317624509235,0.8593317624509235
2025-10,0.8069646122815453,0.32232074046378184,0.8069646122815453,0.8069646122815453
2025-11,0.6219125086796945,0.1690090513752187,0.6219125086796945,0.6219125086796945
2025-12,0.5869182049640337,0.10738064104991987,0.5869182049640337,0.5869182049640337
2026-01,0.6516281397516277,0.10671324979530213,0.6516281397516277,0.6516281397516277
2026-02,0.735727545655699,0.26396555249418485,0.735727545655699,0.735727545655699
