time,tropospheric_HCHO_column_number_density,tropospheric_HCHO_column_number_density_amf,HCHO_slant_column_number_density,cloud_fraction
2021-05,0.3077548691754977,0.3077548691754977,0.3077548691754977,0.3077548691754977
2021-06,0.5837364802725046,0.5837364802725046,0.5837364802725046,0.5837364802725046
2021-07,0.516809140082975,0.516809140082975,0.516809140082975,0.516809140082975
2021-08,0.31239543034751843,0.31239543034751843,0.31239543034751843,0.31239543034751843
2021-09,0.38978556180811136,0.38978556180811136,0.38978556180811136,0.38978556180811136
2021-10,0.5297404498737531,0.5297404498737531,0.5297404498737531,0.5297404498737531
2021-10,0.5297404498737531,0.5297404498737531,0.5297404498737531,0.85129616770823
2021-10,0.5297404498737531,0.5297404498737531,0.85129616770823,0.5297404498737531
2021-10,0.5297404498737531,0.5297404498737531,0.85129616770823,0.85129616770823
2021-10,0.5297404498737531,0.85129616770823,0.5297404498737531,0.5297404498737531
2021-10,0.5297404498737531,0.85129616770823,0.5297404498737531,0.85129616770823
2021-10,0.5297404498737531,0.85129616770823,0.85129616770823,0.5297404498737531
2021-10,0.5297404498737531,0.85129616770823,0.85129616770823,0.85129616770823
2021-10,0.85129616770823,0.5297404498737531,0.5297404498737531,0.5297404498737531
2021-10,0.85129616770823,0.5297404498737531,0.5297404498737531,0.85129616770823
2021-10,0.85129616770823,0.5297404498737531,0.85129616770823,0.5297404498737531
2021-10,0.85129616770823,0.5297404498737531,0.85129616770823,0.85129616770823
2021-10,0.85129616770823,0.85129616770823,0.5297404498737531,0.5297404498737531
2021-10,0.85129616770823,0.85129616770823,0.5297404498737531,0.85129616770823
2021-10,0.85129616770823,0.85129616770823,0.85129616770823,0.5297404498737531
2021-10,0.85129616770823,0.85129616770823,0.85129616770823,0.85129616770823
2021-11,0.32385841351717753,0.32385841351717753,0.32385841351717753,0.32385841351717753
2021-12,,,,
2022-01,0.03475514995205502,0.03475514995205502,0.03475514995205502,0.03475514995205502
2022-02,0.25293786992031214,0.25293786992031214,0.25293786992031214,0.25293786992031214
2022-03,0.6321753584326741,0.6321753584326741,0.6321753584326741,0.6321753584326741
2022-04,0.4356058410534798,0.4356058410534798,0.4356058410534798,0.4356058410534798
2022-05,0.351113718989182,0.351113718989182,0.351113718989182,0.351113718989182
2022-06,0.4604508942050267,0.4604508942050267,0.4604508942050267,0.4604508942050267
2022-07,0.40853333611779663,0.40853333611779663,0.40853333611779663,0.40853333611779663
2022-07,0.40853333611779663,0.40853333611779663,0.40853333611779663,0.570676119919877
2022-07,0.40853333611779663,0.40853333611779663,0.570676119919877,0.40853333611779663
2022-07,0.40853333611779663,0.40853333611779663,0.570676119919877,0.570676119919877
2022-07,0.40853333611779663,0.570676119919877,0.40853333611779663,0.40853333611779663
2022-07,0.40853333611779663,0.570676119919877,0.40853333611779663,0.570676119919877
2022-07,0.40853333611779663,0.570676119919877,0.570676119919877,0.40853333611779663
2022-07,0.40853333611779663,0.570676119919877,0.570676119919877,0.570676119919877
2022-07,0.570676119919877,0.40853333611779663,0.40853333611779663,0.40853333611779663
2022-07,0.570676119919877,0.40853333611779663,0.40853333611779663,0.570676119919877
2022-07,0.570676119919877,0.40853333611779663,0.570676119919877,0.40853333611779663
2022-07,0.570676119919877,0.40853333611779663,0.570676119919877,0.570676119919877
2022-07,0.570676119919877,0.570676119919877,0.40853333611779663,0.40853333611779663
2022-07,0.570676119919877,0.570676119919877,0.40853333611779663,0.570676119919877
2022-07,0.570676119919877,0.570676119919877,0.570676119919877,0.40853333611779663
2022-07,0.570676119919877,0.570676119919877,0.570676119919877,0.570676119919877
2022-08,0.6392092798333499,0.6392092798333499,0.6392092798333499,0.6392092798333499
2022-09,0.4074042478149213,0.4074042478149213,0.4074042478149213,0.4074042478149213
2022-10,0.36707758068734153,0.36707758068734153,0.36707758068734153,0.36707758068734153
2022-11,0.09685436850400647,0.09685436850400647,0.09685436850400647,0.09685436850400647
2022-12,,,,
2023-01,0.05582118176106868,0.05582118176106868,0.05582118176106868,0.05582118176106868
2023-02,0.17183393460339672,0.17183393460339672,0.17183393460339672,0.17183393460339672
2023-03,0.2593161430151621,0.2593161430151621,0.2593161430151621,0.2593161430151621
2023-04,0.3737734351750818,0.3737734351750818,0.3737734351750818,0.3737734351750818
2023-04,0.3737734351750818,0.3737734351750818,0.3737734351750818,0.4318185199880964
2023-04,0.3737734351750818,0.3737734351750818,0.4318185199880964,0.3737734351750818
2023-04,0.3737734351750818,0.3737734351750818,0.4318185199880964,0.4318185199880964
2023-04,0.3737734351750818,0.4318185199880964,0.3737734351750818,0.3737734351750818
2023-04,0.3737734351750818,0.4318185199880964,0.3737734351750818,0.4318185199880964
2023-04,0.3737734351750818,0.4318185199880964,0.4318185199880964,0.3737734351750818
2023-04,0.3737734351750818,0.4318185199880964,0.4318185199880964,0.4318185199880964
2023-04,0.4318185199880964,0.3737734351750818,0.3737734351750818,0.3737734351750818
2023-04,0.4318185199880964,0.3737734351750818,0.3737734351750818,0.4318185199880964
2023-04,0.4318185199880964,0.3737734351750818,0.4318185199880964,0.3737734351750818
2023-04,0.4318185199880964,0.3737734351750818,0.4318185199880964,0.4318185199880964
2023-04,0.4318185199880964,0.4318185199880964,0.3737734351750818,0.3737734351750818
2023-04,0.4318185199880964,0.4318185199880964,0.3737734351750818,0.4318185199880964
2023-04,0.4318185199880964,0.4318185199880964,0.4318185199880964,0.3737734351750818
2023-04,0.4318185199880964,0.4318185199880964,0.4318185199880964,0.4318185199880964
2023-05,0.6050114705803624,0.6050114705803624,0.6050114705803624,0.6050114705803624
2023-06,0.5785469915903403,0.5785469915903403,0.5785469915903403,0.5785469915903403
2023-07,0.44854759779122444,0.44854759779122444,0.44854759779122444,0.44854759779122444
2023-08,0.45067856611447277,0.45067856611447277,0.45067856611447277,0.45067856611447277
2023-09,0.7042849097176261,0.7042849097176261,0.7042849097176261,0.7042849097176261
2023-10,0.3403223956871328,0.3403223956871328,0.3403223956871328,0.3403223956871328
2023-11,0.20538637039976196,0.20538637039976196,0.20538637039976196,0.20538637039976196
2024-01,0.020842288573664432,0.020842288573664432,0.020842288573664432,0.020842288573664432
2024-02,0.14324692215278467,0.14324692215278467,0.14324692215278467,0.14324692215278467
2024-03,0.43204318827024907,0.43204318827024907,0.43204318827024907,0.43204318827024907
2024-04,0.3617837361344738,0.3617837361344738,0.3617837361344738,0.3617837361344738
2024-05,0.6546929434422706,0.6546929434422706,0.6546929434422706,0.6546929434422706
2024-06,0.5094375109634559,0.5094375109634559,0.5094375109634559,0.5094375109634559
2024-07,0.46431012249058484,0.46431012249058484,0.46431012249058484,0.46431012249058484
2024-08,0.5866200443077737,0.5866200443077737,0.5866200443077737,0.5866200443077737
2024-09,0.6896227513661084,0.6896227513661084,0.6896227513661084,0.6896227513661084
2024-09,0.6896227513661084,0.6896227513661084,0.6896227513661084,0.47156225053259077
2024-09,0.6896227513661084,0.6896227513661084,0.47156225053259077,0.6896227513661084
2024-09,0.6896227513661084,0.6896227513661084,0.47156225053259077,0.47156225053259077
2024-09,0.6896227513661084,0.47156225053259077,0.6896227513661084,0.6896227513661084
2024-09,0.6896227513661084,0.47156225053259077,0.6896227513661084,0.47156225053259077
2024-09,0.6896227513661084,0.47156225053259077,0.47156225053259077,0.6896227513661084
2024-09,0.6896227513661084,0.47156225053259077,0.47156225053259077,0.47156225053259077
2024-09,0.47156225053259077,0.6896227513661084,0.6896227513661084,0.6896227513661084
2024-09,0.47156225053259077,0.6896227513661084,0.6896227513661084,0.47156225053259077
2024-09,0.47156225053259077,0.6896227513661084,0.47156225053259077,0.6896227513661084
2024-09,0.47156225053259077,0.6896227513661084,0.47156225053259077,0.47156225053259077
2024-09,0.47156225053259077,0.47156225053259077,0.6896227513661084,0.6896227513661084
2024-09,0.47156225053259077,0.47156225053259077,0.6896227513661084,0.47156225053259077
2024-09,0.47156225053259077,0.47156225053259077,0.47156225053259077,0.6896227513661084
2024-09,0.47156225053259077,0.47156225053259077,0.47156225053259077,0.47156225053259077
2024-10,0.4580033777682821,0.4580033777682821,0.4580033777682821,0.4580033777682821
2024-11,0.17533313494031677,0.17533313494031677,0.17533313494031677,0.17533313494031677
2024-12,,,,
2025-01,0.22958899580068115,0.22958899580068115,0.22958899580068115,0.22958899580068115
2025-02,0.14641224265269498,0.14641224265269498,0.14641224265269498,0.14641224265269498
2025-03,0.4459917875088327,0.4459917875088327,0.4459917875088327,0.4459917875088327
2025-04,0.4589069747169142,0.4589069747169142,0.4589069747169142,0.4589069747169142
2025-05,0.27537158889537955,0.27537158889537955,0.27537158889537955,0.27537158889537955
2025-06,0.37881823893132294,0.37881823893132294,0.37881823893132294,0.37881823893132294
2025-06,0.37881823893132294,0.37881823893132294,0.37881823893132294,0.30176333602581
2025-06,0.37881823893132294,0.37881823893132294,0.30176333602581,0.37881823893132294
2025-06,0.37881823893132294,0.37881823893132294,0.30176333602581,0.30176333602581
2025-06,0.37881823893132294,0.30176333602581,0.37881823893132294,0.37881823893132294
2025-06,0.37881823893132294,0.30176333602581,0.37881823893132294,0.30176333602581
2025-06,0.37881823893132294,0.30176333602581,0.30176333602581,0.37881823893132294
2025-06,0.37881823893132294,0.30176333602581,0.30176333602581,0.30176333602581
2025-06,0.30176333602581,0.37881823893132294,0.37881823893132294,0.37881823893132294
2025-06,0.30176333602581,0.37881823893132294,0.37881823893132294,0.30176333602581
2025-06,0.30176333602581,0.37881823893132294,0.30176333602581,0.37881823893132294
2025-06,0.30176333602581,0.37881823893132294,0.30176333602581,0.30176333602581
2025-06,0.30176333602581,0.30176333602581,0.37881823893132294,0.37881823893132294
2025-06,0.30176333602581,0.30176333602581,0.37881823893132294,0.30176333602581
2025-06,0.30176333602581,0.30176333602581,0.30176333602581,0.37881823893132294
2025-06,0.30176333602581,0.30176333602581,0.30176333602581,0.30176333602581
2025-07,0.3110303511255798,0.3110303511255798,0.3110303511255798,0.3110303511255798
2025-08,0.3159513758660668,0.3159513758660668,0.3159513758660668,0.3159513758660668
2025-09,0.360200852625894,0.360200852625894,0.360200852625894,0.360200852625894
2025-10,0.27976429383531853,0.27976429383531853,0.27976429383531853,0.27976429383531853
2025-11,0.22098998115266347,0.22098998115266347,0.22098998115266347,0.22098998115266347
2025-12,0.16281718083523464,0.16281718083523464,0.16281718083523464,0.16281718083523464
2026-01,0.3977385600875334,0.3977385600875334,0.3977385600875334,0.3977385600875334
2026-02,0.44006012834502073,0.44006012834502073,0.44006012834502073,0.44006012834502073
2026-03,0.4928767459766369,0.4928767459766369,0.4928767459766369,0.4928767459766369
